Judul,APBD Kab Bantul 2015,,
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,"35,550,000","Honorarium peserta
Transport peserta bintek petugas entry data51 ok x 30.000^00 = 1.530.000^00
transport peserta sosialisasi validasi data1^134 ok x 30.000^00 = 34.020.000^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 35 . 06 ,Jasa Tenaga Harian Lepas ,"51,000,000","Honorarium petugas entry data
Honor petugas entry data102 ok x 500.000^00 = 51.000.000^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 35 . 08 ,Jasa Petugas Pengumpul/Validasi Data ,"324,900,000","Honorarium Petugas Pelaksana Validasi Data JamkesLurah Desa150 ok x 150.000^00 = 22.500.000^00
Kabag agama dan kesra150 ok x 150.000^00 = 22.500.000^00
Dukuh1^866 ok x 150.000^00 = 279.900.000^00"
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 45 ,Belanja Jasa Pengadaan Aplikasi ,"51,000,000",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 2 . 45 . 01 ,Belanja Jasa Pengadaan Aplikasi ,"51,000,000",Belanja pengadaan aplikasi database jamkes1 paket x 51.000.000^00 = 51.000.000^00
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 3 ,Belanja Modal ,"7,500,000",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 3 . 29 ,Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer ,"7,500,000",
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 3 . 29 . 02 ,Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer ,"5,000,000",Belanja pengadaan personal komputer1 unit x 5.000.000^00 = 5.000.000^00
1.02 . 1.13.01 . 28 . 01 . 5 . 2 . 3 . 29 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Personal Komputer,"2,500,000",Belanja pengadaan printer1 unit x 2.500.000^00 = 2.500.000^00
SURPLUS / (DEFISIT) -8^123^301^550,,,
