Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,,,,,,,,,,,
Daerah,Kabupaten Bantul,,,,,,,,,,,,,,,
Tahun,2014,,,,,,,,,,,,,,,
Kode Organisasi,1.11.01,,,,,,,,,,,,,,,
Organisasi,Badan Kesejahteraan Keluarga Pemberdayaan Perempuan dan Keluarga Berencana,,,,,,,,,,,,,,,
Kolom,7,,,,,,,,,,,,,,,
No. Rekening,Uraian,Sebelum,Sesudah,Angka,Prosentase,Keterangan,,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,460000.00,460000.00,0.00,0,"Belanja makanan dan minuman
makan minum rapat persiapan dan evaluasi20 org x 23.000,00 = 460.000,00",,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,1725000.00,1725000.00,0.00,0,"Belanja makanan dan minuman
Makan minum pelaksanaan75 org x 23.000,00 = 1.725.000,00",,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1800000.00,1800000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1800000.00,1800000.00,0.00,0,"Belanja Perjalanan dinas
Gol IV12 or x 45.000,00 = 540.000,00
Gol III36 or x 35.000,00 = 1.260.000,00",,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,4720000.00,4720000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2000000.00,2000000.00,0.00,0,"Honorarium Narasumber/Instruktur
Honorarium Instruktur16 jpl x 125.000,00 = 2.000.000,00",,,,,,,,,,
1.12 . 1.11.01 . 22.02 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,2720000.00,2720000.00,0.00,0,"Honorarium HarianTransport Peserta68 oh x 40.000,00 = 2.720.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23 ,Program Penyiapan Tenaga Pedamping Kelompok Bina Keluarga,163057280.00,163057280.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.01 ,Pelatihan Tenaga Pedamping Kelompok Bina Keluarga Di Kecamatan ,33000000.00,33000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.1 ,Belanja Pegawai ,750000.00,750000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.1.01 ,Honorarium PNS ,750000.00,750000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,750000.00,750000.00,0.00,0,"honorarium panitia pelaksana
ketua1 orang x 125.000,00 = 125.000,00
sekertaris1 orang x 100.000,00 = 100.000,00
anggota7 orang x 75.000,00 = 525.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2 ,Belanja Barang dan Jasa ,32250000.00,32250000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,5370000.00,5370000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,5250000.00,5250000.00,0.00,0,"ATK
ATK Pelatihan150 paket x 25.000,00 = 3.750.000,00
ATK Kantor1 pkt x 1.500.000,00 = 1.500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",120000.00,120000.00,0.00,0,"belanja meterai
meterai 300010 lembar x 3.000,00 = 30.000,00
meterai 600015 buah x 6.000,00 = 90.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.03 ,Belanja Jasa Kantor ,217500.00,217500.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.03.13 ,Belanja Dokumentasi ,217500.00,217500.00,0.00,0,"dokumentasi1 paket x 217.500,00 = 217.500,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,2202500.00,2202500.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.06.01 ,Belanja Cetak ,750000.00,750000.00,0.00,0,"cetak sertifikat150 lembar x 5.000,00 = 750.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1452500.00,1452500.00,0.00,0,"foto copy
foto copy kabupaten1 paket x 300.000,00 = 300.000,00
Foto copy pelatihan1 pkt x 1.152.500,00 = 1.152.500,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,13760000.00,13760000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,5450000.00,5450000.00,0.00,0,"Rapat persiapan dan Evaluasiminum dan snack (2 x 9 org)18 or x 7.500,00 = 135.000,00
makan dan minum ( 2 x 9 org)18 or x 17.500,00 = 315.000,00
Belanja makan dan minum pertemuan tingkat kabupatenminum snack ( 25 x 2 hr)50 org x 7.500,00 = 375.000,00
makan ( 25 x 2 hr)50 org x 17.500,00 = 875.000,00
Belanja makan minum snack review pelatihanminum snack150 org x 7.500,00 = 1.125.000,00
Makan150 org x 17.500,00 = 2.625.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,160000.00,160000.00,0.00,0,"Belanja makan dan minum lembur
Penyusunan Laporan Pelatihan Pendamping ( 4 org x 4 hr)16 oh x 10.000,00 = 160.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,8150000.00,8150000.00,0.00,0,"pelatihan tenaga pendamping di POSDAYA
minum dan snack326 or/0/0 x 7.500,00 = 2.445.000,00
makan dan minum326 or/0/0 x 17.500,00 = 5.705.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,10700000.00,10700000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,3200000.00,3200000.00,0.00,0,"Honorarium Non PNS
Honorarium Instruktur 8 jpl x 2 hari16 jpl x 200.000,00 = 3.200.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.01 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,7500000.00,7500000.00,0.00,0,"Honorarium HarianTransport Peserta pelatihan posdaya300 oh x 25.000,00 = 7.500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.04 ,Pelatihan untuk sertifikasi penyuluhan (SPIRT) bagi produk makanan dan minuman kelompok PEKM,23000000.00,23000000.00,0.00,0,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.1 ,Belanja Pegawai ,775000.00,775000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.1.01 ,Honorarium PNS ,775000.00,775000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,775000.00,775000.00,0.00,0,"honorarium panitia pelaksana kegiatan
ketua1 or x 150.000,00 = 150.000,00
sekretaris1 or x 125.000,00 = 125.000,00
anggota5 or x 100.000,00 = 500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2 ,Belanja Barang dan Jasa ,22225000.00,22225000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,480000.00,480000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,390000.00,390000.00,0.00,0,"belanja alat tulis kantor1 pkt x 390.000,00 = 390.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",90000.00,90000.00,0.00,0,"belanja perangko materai dan benda pos lainnya
belanja materai 300010 lbr x 3.000,00 = 30.000,00
belanja materai 600010 lbr x 6.000,00 = 60.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,500000.00,500000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.06.01 ,Belanja Cetak ,500000.00,500000.00,0.00,0,"cetak sertifikatcetak100 lbr x 5.000,00 = 500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1845000.00,1845000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,245000.00,245000.00,0.00,0,"belanja makan minum rapat
makan minum snack14 or x 17.500,00 = 245.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,1600000.00,1600000.00,0.00,0,"belanja makan dan minum kegiatan
makan minum snack64 or x 17.500,00 = 1.120.000,00
Minum Snack64 org x 7.500,00 = 480.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.17 ,"Belanja Kursus, Pelatihan, Sosialisasi Dan Bimbingan Teknis PNS",13600000.00,13600000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.17.03 ,Belanja Bimbingan Teknis ,13600000.00,13600000.00,0.00,0,"Belanja Peserta Pelatihan
Belanja Pelatihan34 org x 400.000,00 = 13.600.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,5800000.00,5800000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2400000.00,2400000.00,0.00,0,"Honorarium narasumber
Honor Narasumber Instruktur16 jpl x 150.000,00 = 2.400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.04 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,3400000.00,3400000.00,0.00,0,"Honorarium Harian
Transport Peserta68 org x 50.000,00 = 3.400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.05 ,Pendampingan Forum Komunikasi Kader Posdaya ,35557280.00,35557280.00,0.00,0,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.1 ,Belanja Pegawai ,775000.00,775000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.1.01 ,Honorarium PNS ,775000.00,775000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,775000.00,775000.00,0.00,0,"Honorarium Panitia Pelaksana Kegiatan
Ketua1 org x 150.000,00 = 150.000,00
Sekretaris1 org x 125.000,00 = 125.000,00
Anggota5 org x 100.000,00 = 500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2 ,Belanja Barang dan Jasa ,34782280.00,34782280.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,8090280.00,8090280.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,8000280.00,8000280.00,0.00,0,"atk alat tulis kantor4 paket x 2.000.070,00 = 8.000.280,00",,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",90000.00,90000.00,0.00,0,"belanja perangko materai dan benda pos
materai 300010 lbr x 3.000,00 = 30.000,00
materai 600010 lbr x 6.000,00 = 60.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,14310000.00,14310000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.06.01 ,Belanja Cetak ,12500000.00,12500000.00,0.00,0,"belanja cetakbelanja cetak formulir POSDAYA1 pkt x 8.000.000,00 = 8.000.000,00
Belanja cetak Buku Pedoman225 buku x 20.000,00 = 4.500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1810000.00,1810000.00,0.00,0,"belanja penggandaan
belanja fotocopy2 pkt x 905.000,00 = 1.810.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,8302000.00,8302000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,322000.00,322000.00,0.00,0,"belanja makan dan minum pertemuan
makan dan minum evaluasi14 or x 23.000,00 = 322.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,7980000.00,7980000.00,0.00,0,"belanja makan dan minum pelaksanaanminum snack (12 x 30)360 org x 19.000,00 = 6.840.000,00
Evaluasi minum dan snack ( 2 x 30)60 or x 19.000,00 = 1.140.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.15 ,Belanja Perjalanan Dinas ,4080000.00,4080000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.05 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,4080000.00,4080000.00,0.00,0,"belanja perjalanan dinas
Gol IV34 trip x 50.000,00 = 1.700.000,00G
ol III68 trip x 35.000,00 = 2.380.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.06 ,Promosi Hasil Usaha Kelompok Ekonomi Produktif Keluarga ,16500000.00,16500000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2 ,Belanja Barang dan Jasa ,16500000.00,16500000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,712500.00,712500.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,712500.00,712500.00,0.00,0,"belanja alat tulis kantor
atk1 pkt x 712.500,00 = 712.500,00",,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.02 ,Belanja Bahan/Material ,5000000.00,5000000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.02.01 ,Belanja Bahan Baku untuk Bangunan / Kegiatan Pelayanan / Kegiatan Operasi,5000000.00,5000000.00,0.00,0,"belanja bahan baku bangunan
bahan baku pembuatan stan dan asesoris1 pkt x 5.000.000,00 = 5.000.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1487500.00,1487500.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.06.01 ,Belanja Cetak ,825000.00,825000.00,0.00,0,"cetak leaflet5,000 lbr x 165,00 = 825.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,662500.00,662500.00,0.00,0,"fotocopy5,300 lbr x 125,00 = 662.500,00",,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,2000000.00,2000000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,2000000.00,2000000.00,0.00,0,"belanja sewa gedung/kantor/tempat
belanja sewa stand pameran2 lks x 1.000.000,00 = 2.000.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3800000.00,3800000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1000000.00,1000000.00,0.00,0,"makan dan minum rapat
belanja minum rapat koordinasi50 or x 7.500,00 = 375.000,00
Belanja makan minum rapat koordinasi50 or x 12.500,00 = 625.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,2800000.00,2800000.00,0.00,0,"Belanja makan dan minum pelaksanaan kegiatan
penjaga stand (10 org x 10)100 org x 20.000,00 = 2.000.000,00
Pendamping (2 org x 10)20 org x 20.000,00 = 400.000,00
Penjaga malam (2 org x 10)20 org x 20.000,00 = 400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,3500000.00,3500000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.06 . 5.2.2.34.09 ,Honor Petugas Lapangan ,3500000.00,3500000.00,0.00,0,"Honorarium Non PNS
Penjaga Stand (10 x 10 hr)100 oh x 25.000,00 = 2.500.000,00
Pendamping ( 2 x 10 hr)20 oh x 25.000,00 = 500.000,00
Penjaga malam (2x10 hr)20 oh x 25.000,00 = 500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.07 ,Monev Pengelolaan Dana Bergulir bagi  Kelompok Usaha Ekonomi Keluarga ,55000000.00,55000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (DA U)
Lokasi Kegiatan : Kabuapten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.1 ,Belanja Pegawai ,38700000.00,38700000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.1.01 ,Honorarium PNS ,38700000.00,38700000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,38700000.00,38700000.00,0.00,0,"Honorarium Panitia Pelaksana Kegiatan
Pembina4 org x 200.000,00 = 800.000,00
wakil pembina4 org x 190.000,00 = 760.000,00
Pengarah/penangung jawab4 org x 180.000,00 = 720.000,00
Ketua4 oh x 170.000,00 = 680.000,00
Sekretaris4 oh x 160.000,00 = 640.000,00
Anggota24 oh x 150.000,00 = 3.600.000,00
Anggota teknis 75 desa225 oh x 140.000,00 = 31.500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2 ,Belanja Barang dan Jasa ,16300000.00,16300000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,665000.00,665000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,665000.00,665000.00,0.00,0,"Belanja ATK
Tinta HP 10061 bh x 115.000,00 = 115.000,00
Kertas HVS8 rim x 37.500,00 = 300.000,00
ATK1 pkt x 250.000,00 = 250.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.03 ,Belanja Jasa Kantor ,425000.00,425000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.03.13 ,Belanja Dokumentasi ,425000.00,425000.00,0.00,0,"Belanja Dokumentasi
Dokumentasi17 pkt x 25.000,00 = 425.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,200000.00,200000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,200000.00,200000.00,0.00,0,"Belanja Penggandaan
Fotocopy1 pkt x 200.000,00 = 200.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3600000.00,3600000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3600000.00,3600000.00,0.00,0,"Belanja Makan minum rapat
makan minum rapat180 ok x 20.000,00 = 3.600.000,00",,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.15 ,Belanja Perjalanan Dinas ,11410000.00,11410000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 23.07 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,11410000.00,11410000.00,0.00,0,"Belanja Perjalanan Dinas dalam rangka survey Kelompok
Gol III96 oh x 35.000,00 = 3.360.000,00
Belanja Perjalanan dinas dalam rangka monitoring kelompok
Gol III230 oh x 35.000,00 = 8.050.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24 ,Program Pengembangan Model Operasional BKB-Posyandu-PADU,275581055.00,275581055.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 ,Pengkajian Pengembangan Model Operasional BKB-Posyandu-PADU ,30000000.00,30000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.1 ,Belanja Pegawai ,575000.00,575000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.1.01 ,Honorarium PNS ,575000.00,575000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,575000.00,575000.00,0.00,0,"Honorarium Panitia Pelaksana Kegiatan
ketua1 or x 150.000,00 = 150.000,00
sekretaris1 or x 125.000,00 = 125.000,00
anggota3 or x 100.000,00 = 300.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2 ,Belanja Barang dan Jasa ,29425000.00,29425000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2060000.00,2060000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1970000.00,1970000.00,0.00,0,"Belanja ATK1 pkt x 470.000,00 = 470.000,00
ATK Peserta75 pkt x 20.000,00 = 1.500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",90000.00,90000.00,0.00,0,"Belanja Materai
Materai 300010 lbr x 3.000,00 = 30.000,00
Materai 600010 lbr x 6.000,00 = 60.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.03 ,Belanja Jasa Kantor ,200000.00,200000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.03.14 ,Belanja Dekorasi ,200000.00,200000.00,0.00,0,"Belanja Dekorasi1 pkt x 200.000,00 = 200.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,515000.00,515000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,515000.00,515000.00,0.00,0,"fotocopy1 pkt x 515.000,00 = 515.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,19380000.00,19380000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,480000.00,480000.00,0.00,0,"belanja makan dan minum rapatrapat persiapan dan evaluasi20 or x 24.000,00 = 480.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,18900000.00,18900000.00,0.00,0,"belanja makan dan minum serta snack pelaksanaan kegiatan
belanja makan/minum dan snack di hotel84 or x 225.000,00 = 18.900.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1920000.00,1920000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1920000.00,1920000.00,0.00,0,"belanja perjalanan dinas evaluasi kegiatan
gol IV16 trip x 50.000,00 = 800.000,00
gol III32 trip x 35.000,00 = 1.120.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,5350000.00,5350000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,1600000.00,1600000.00,0.00,0,"Honorarium Non PNS
Honorarium Instruktur ( 8 jpl )8 jpl x 200.000,00 = 1.600.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.01 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,3750000.00,3750000.00,0.00,0,"Honorarium HarianTransport Peserta75 org x 50.000,00 = 3.750.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.02 ,Fasilitasi kegiatan keterpaduan BKB-Posyandu-PADU ,200581055.00,200581055.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 24.02 . 5.2.1 ,Belanja Pegawai ,1900000.00,1900000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.02 . 5.2.1.01 ,Honorarium PNS ,1900000.00,1900000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.02 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,1900000.00,1900000.00,0.00,0,"Panitia PengadaanKetua1 org/keg x 325.000,00 = 325.000,00
Sekretaris1 org/keg x 300.000,00 = 300.000,00
Anggota1 org/keg x 250.000,00 = 250.000,00
Panitia Pemeriksa/Penerima BarangKetua1 orang/keg x 275.000,00 = 275.000,00
Sekretaris1 orang/keg x 250.000,00 = 250.000,00
Anggota1 orang/keg x 200.000,00 = 200.000,00
Pejabat Pembuat Komitmen1 orang/keg x 300.000,00 = 300.000,00",,,,,,,,,,
1.12 . 1.11.01 . 24.02 . 5.2.2 ,Belanja Barang dan Jasa ,198681055.00,198681055.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 24.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,350000.00,350000.00,0.00,0,,,,,,,,,,,
