Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.01 . 1.01.01 . 20.18 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1950000,1950000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1950000,1950000,0,0,"Perjalanan Dinas Dalam DaerahGolongan IV15 op x 50.000,00 = 750.000,00
Golongan III15 op x 40.000,00 = 600.000,00
Golongan II20 op x 30.000,00 = 600.000,00"
1.01 . 1.01.01 . 20.18 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,8400000,8400000,0,0,
1.01 . 1.01.01 . 20.18 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,8400000,8400000,0,0,"Hr Narasumber/Moderator
Hr Naeasumber48 jpl x 150.000,00 = 7.200.000,00
HR Moderator12 oh x 100.000,00 = 1.200.000,00"
1.01 . 1.01.01 . 20.21 ,Evaluasi Standar Pelayanan Minimal ,61000000,61000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 20.21 . 5.2.1 ,Belanja Pegawai ,5650000,5650000,0,0,
1.01 . 1.01.01 . 20.21 . 5.2.1.01 ,Honorarium PNS ,4000000,4000000,0,0,
1.01 . 1.01.01 . 20.21 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4000000,4000000,0,0,"HR Panitia1 bjj x 2.000.000,00 = 2.000.000,00
HR Penyusun SPM1 bjj x 2.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 20.21 . 5.2.1.03 ,Uang Lembur ,1650000,1650000,0,0,
1.01 . 1.01.01 . 20.21 . 5.2.1.03.01 ,Uang Lembur PNS ,1650000,1650000,0,0,"Uang lembur PNS
Uang lembur1 ls x 1.650.000,00 = 1.650.000,00"
1.01 . 1.01.01 . 20.21 . 5.2.2 ,Belanja Barang dan Jasa ,55350000,55350000,0,0,
1.01 . 1.01.01 . 20.21 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1880000,1880000,0,0,
1.01 . 1.01.01 . 20.21 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1880000,1880000,0,0,"ATK1 ls x 1.880.000,00 = 1.880.000,00"
1.01 . 1.01.01 . 20.21 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,250000,250000,0,0,
1.01 . 1.01.01 . 20.21 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,250000,250000,0,0,"PenggandaanFoto copy2,000 lbr x 125,00 = 250.000,00"
1.01 . 1.01.01 . 20.21 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,29425000,29425000,0,0,
1.01 . 1.01.01 . 20.21 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,675000,675000,0,0,"MMR90 or x 7.500,00 = 675.000,00"
1.01 . 1.01.01 . 20.21 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,2100000,2100000,0,0,"MML120 ol x 17.500,00 = 2.100.000,00"
1.01 . 1.01.01 . 20.21 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,26650000,26650000,0,0,"MMK1,066 ok x 25.000,00 = 26.650.000,00"
1.01 . 1.01.01 . 20.21 . 5.2.2.15 ,Belanja Perjalanan Dinas ,19295000,19295000,0,0,
1.01 . 1.01.01 . 20.21 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,19295000,19295000,0,0,"Biaya Perjalanan Dinas
Golongan IV5 OP x 1.245.000,00 = 6.225.000,00
Golongan III3 op x 3.210.000,00 = 9.630.000,00
Tiket perjalanan1 ls x 3.440.000,00 = 3.440.000,00"
1.01 . 1.01.01 . 20.21 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,4500000,4500000,0,0,
1.01 . 1.01.01 . 20.21 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,4500000,4500000,0,0,"HR Nara Sumber/Moderator
HR Narasumber16 JPL x 250.000,00 = 4.000.000,00
HR Moderator2 oh x 250.000,00 = 500.000,00"
1.01 . 1.01.01 . 20.22 ,Penilaian Kinerja Guru ,25000000,25000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Bantul"
1.01 . 1.01.01 . 20.22 . 5.2.1 ,Belanja Pegawai ,5500000,5500000,0,0,
1.01 . 1.01.01 . 20.22 . 5.2.1.01 ,Honorarium PNS ,4600000,4600000,0,0,
1.01 . 1.01.01 . 20.22 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4600000,4600000,0,0,"Honor Tim Penilai Kinerja Guru
HR Tim Sosialisasi1 Ls x 2.500.000,00 = 2.500.000,00
Honor Tim Sosialisasi30 oh x 70.000,00 = 2.100.000,00"
1.01 . 1.01.01 . 20.22 . 5.2.1.03 ,Uang Lembur ,900000,900000,0,0,
1.01 . 1.01.01 . 20.22 . 5.2.1.03.01 ,Uang Lembur PNS ,900000,900000,0,0,"GOL. III, IVGol III, IV : 10 orang x 5 hari50 orang x 15.000,00 = 750.000,00
Gol II : 3 orang x 5 hari15 orang x 10.000,00 = 150.000,00"
1.01 . 1.01.01 . 20.22 . 5.2.2 ,Belanja Barang dan Jasa ,19500000,19500000,0,0,
1.01 . 1.01.01 . 20.22 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,3550000,3550000,0,0,
1.01 . 1.01.01 . 20.22 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,3550000,3550000,0,0,"ATK sosialisasi
ATK1 ls x 2.500.000,00 = 2.500.000,00
ATK Kegiatan PKG1 ls x 1.050.000,00 = 1.050.000,00"
1.01 . 1.01.01 . 20.22 . 5.2.2.03 ,Belanja Jasa Kantor ,250000,250000,0,0,
1.01 . 1.01.01 . 20.22 . 5.2.2.03.13 ,Belanja Dokumentasi ,250000,250000,0,0,"Dokumentasi dan Dekorasi
Belanja Dokumentasi dan Dekorasi1 ls x 250.000,00 = 250.000,00"
1.01 . 1.01.01 . 20.22 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,2750000,2750000,0,0,
1.01 . 1.01.01 . 20.22 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,2750000,2750000,0,0,"Fotocopy Materi Sosialisasi  PKG
fotocopy Materi sosialisasi PKG12,000 lembar x 125,00 = 1.500.000,00
Fotocopy kegiatan PKG10,000 lembar x 125,00 = 1.250.000,00"
1.01 . 1.01.01 . 20.22 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,6950000,6950000,0,0,
1.01 . 1.01.01 . 20.22 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1500000,1500000,0,0,"Makan Minum Rapat100 orang x 15.000,00 = 1.500.000,00"
1.01 . 1.01.01 . 20.22 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,1950000,1950000,0,0,"Makan Minum Lembur
MML kegiatan dan sosialisasi PKG130 orang x 15.000,00 = 1.950.000,00"
1.01 . 1.01.01 . 20.22 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,3500000,3500000,0,0,"Makan Minum Kegiatan 60 orang x 3 hariMakan Minum Kegiatan200 orang x 17.500,00 = 3.500.000,00"
1.01 . 1.01.01 . 20.22 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,6000000,6000000,0,0,
1.01 . 1.01.01 . 20.22 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,6000000,6000000,0,0,"Honor Narasumber Sosialisasi PKG24 jpl x 250.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 20.23 ,Seleksi Administrasi dan Akademik ,324750000,324750000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 20.23 . 5.2.1 ,Belanja Pegawai ,3220000,3220000,0,0,
1.01 . 1.01.01 . 20.23 . 5.2.1.01 ,Honorarium PNS ,2500000,2500000,0,0,
1.01 . 1.01.01 . 20.23 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2500000,2500000,0,0,"Honor Tim Seleksi
Honor Tim  seleksi1 BJJ/org/bl x 2.500.000,00 = 2.500.000,00"
1.01 . 1.01.01 . 20.23 . 5.2.1.03 ,Uang Lembur ,720000,720000,0,0,
1.01 . 1.01.01 . 20.23 . 5.2.1.03.01 ,Uang Lembur PNS ,720000,720000,0,0,"Uang lembur PNS
Uang Lembur lembur PNS1 Ls x 720.000,00 = 720.000,00"
1.01 . 1.01.01 . 20.23 . 5.2.2 ,Belanja Barang dan Jasa ,321530000,321530000,0,0,
1.01 . 1.01.01 . 20.23 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2155000,2155000,0,0,
1.01 . 1.01.01 . 20.23 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2155000,2155000,0,0,"ATK1 ls x 2.155.000,00 = 2.155.000,00"
1.01 . 1.01.01 . 20.23 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1460000,1460000,0,0,
1.01 . 1.01.01 . 20.23 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1460000,1460000,0,0,"PenggandaanFoto copy11,680 lembar x 125,00 = 1.460.000,00"
1.01 . 1.01.01 . 20.23 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4905000,4905000,0,0,
1.01 . 1.01.01 . 20.23 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2625000,2625000,0,0,"Makan Minum Rapat
Belanja Makan Minum Rapat175 orang x 15.000,00 = 2.625.000,00"
1.01 . 1.01.01 . 20.23 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,780000,780000,0,0,"Makan Minum Lembur52 orang x 15.000,00 = 780.000,00"
1.01 . 1.01.01 . 20.23 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,1500000,1500000,0,0,"Belanja Makan Minum Kegiatan
Belanja Makan Minum Kegiatan 100 orang x  Rp, 15000100 orang x 15.000,00 = 1.500.000,00"
1.01 . 1.01.01 . 20.23 . 5.2.2.15 ,Belanja Perjalanan Dinas ,720000,720000,0,0,
1.01 . 1.01.01 . 20.23 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,720000,720000,0,0,"Perjalanan dinas dalam daerah ke propinsiPerjalanan  Dinas Dalam Daerah1 Ls x 720.000,00 = 720.000,00"
1.01 . 1.01.01 . 20.23 . 5.2.2.17 ,"Belanja Kursus, Pelatihan, Sosialisasi Dan Bimbingan Teknis PNS",312290000,312290000,0,0,
1.01 . 1.01.01 . 20.23 . 5.2.2.17.07 ,Belanja Pengiriman Peserta Seleksi Akademik ,127500000,127500000,0,0,"Pelaksanaan Seleksi Akademik oleh LPMP Yogyakarta dan LPPKS
Pelaksanaan Seleksi Akademik Calon Kepala sekolah SD dan SMP85 orang x 1.500.000,00 = 127.500.000,00"
1.01 . 1.01.01 . 20.23 . 5.2.2.17.08 ,Belanja Pengiriman Peserta Diklat ,184790000,184790000,0,0,"Pengiriman peserta Diklat Calon Kepala Sekolah Sd dan SMP
Pengiriman peserta Diklat calon Kepala Sekolah SD dan SMP Diklat  In 2 Angkatan I50 orang x 1.751.800,00 = 87.590.000,00
Pengiriman Peserta Diklat Calon Kepala Sekolah SD dan SMP Angkatan II27 orang x 3.600.000,00 = 97.200.000,00"
1.01 . 1.01.01 . 21 ,Program Manajemen Pelayanan Pendidikan ,1100508000,620400500,-480107500,-43.63,
1.01 . 1.01.01 . 21.11 ,Penyusunan Kalender Pendidikan dan Penerimaan Peserta Didik Baru (PPDB) ,213400500,186180500,-27220000,-12.76,"Sumber Dana : Pendapatan Asli Daerah (P A D)
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 21.11 . 5.2.1 ,Belanja Pegawai ,46600000,46600000,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.1.01 ,Honorarium PNS ,39600000,39600000,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,39600000,39600000,0,0,"HR Panitia Pelaksanaa Kegiatan
TPK Panitia PPDB Kabupaten
1 bjj x 7.000.000,00 = 7.000.000,00
TPK Penyusun Pedoman PPDB
1 bjj x 2.500.000,00 = 2.500.000,00
TPK Penyusun Kalender Pendidikan
1 bjj x 2.500.000,00 = 2.500.000,00
HR PPDB On Line
Hr Penyusun Prbup PPDB On Line
1 bjj x 4.500.000,00 = 4.500.000,00
HR Penambahan Nilai
1 bjj x 3.200.000,00 = 3.200.000,00
HR Panitia Sosialisasi PPDB On Line
1 bjj x 3.200.000,00 = 3.200.000,00
Hr Operator PPDB RTO
240 or x 30.000,00 = 7.200.000,00
HR Posko PPDB On Line
50 or x 20.000,00 = 1.000.000,00HR Operator PPDB On Line
200 oh x 30.000,00 = 6.000.000,00
HR Evluasi Pelaksanaan PPDB On Line
1 bjj x 2.500.000,00 = 2.500.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.1.02 ,Honorarium Non PNS ,4000000,4000000,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.1.02.01 ,,4000000,4000000,0,0,"Honorarium Non PNSHonor Ahli pelatih PPDB On Line8 jpl x 500.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.1.03 ,Uang Lembur ,3000000,3000000,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.1.03.01 ,Uang Lembur PNS ,3000000,3000000,0,0,"Uang lembur PNSuang lembur1 ls x 3.000.000,00 = 3.000.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.2 ,Belanja Barang dan Jasa ,166800500,139580500,-27220000,-16.32,
1.01 . 1.01.01 . 21.11 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4125500,4125500,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4125500,4125500,0,0,"Belanja ATK
ATK1 ls x 4.125.500,00 = 4.125.500,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.03 ,Belanja Jasa Kantor ,2000000,2000000,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.2.03.15 ,Belanja Publikasi ,2000000,2000000,0,0,"Belanja Publikasi Melalui Media MASA1 ls x 2.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,13600000,13600000,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.2.06.01 ,Belanja Cetak ,10600000,10600000,0,0,"cetak buku dan poster kalender pendidikan
Pencetakan Buku dan Poster Kalender530 set x 20.000,00 = 10.600.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,3000000,3000000,0,0,"Belanja Foto copy
Foto copy24,000 lbr x 125,00 = 3.000.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,81875000,81875000,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.2.10.02 ,Belanja Sewa Komputer Dan Printer ,81875000,81875000,0,0,"Belanja sewa untuk pelatihan145 unit x 75.000,00 = 10.875.000,00
Belanja sewa layanan program dan jaringan20 sekolah x 3.300.000,00 = 66.000.000,00
Belanja sewa lat konunikasi/ jaringan1 paket x 5.000.000,00 = 5.000.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,21600000,21600000,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,4375000,4375000,0,0,"Makan Minum Rapat
Makan dan Minum Rapat250 or x 17.500,00 = 4.375.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,3937500,3937500,0,0,"Makan minum lembur
MML225 ol x 17.500,00 = 3.937.500,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,13287500,13287500,0,0,"Pelatihan PPDB On LineSnack Minum500 ok x 17.500,00 = 8.750.000,00
Makan Minum80 or x 7.500,00 = 600.000,00
Sosialisasi PPDB On Line
MMK Sosialisasi PPDB On Line225 or x 17.500,00 = 3.937.500,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.15 ,Belanja Perjalanan Dinas ,41600000,14380000,-27220000,-65.43,
1.01 . 1.01.01 . 21.11 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,7400000,7400000,0,0,"Perjalanan dinas dalam daerah
Golongan IV30 or x 45.000,00 = 1.350.000,00
Golongan III150 op x 35.000,00 = 5.250.000,00
Golongan II32 op x 25.000,00 = 800.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,34200000,6980000,-27220000,-79.59,"Perjalanan Dinas Luar Daerah
Gol. IV2 or x 1.250.000,00 = 2.500.000,00
Gol. III3 or x 1.000.000,00 = 3.000.000,00
Tiket1 ls x 1.480.000,00 = 1.480.000,00"
1.01 . 1.01.01 . 21.11 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,2000000,2000000,0,0,
1.01 . 1.01.01 . 21.11 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2000000,2000000,0,0,"Moderator8 jpl x 250.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 21.16 ,Pengembangan Jardiknas dan Pemeliharaan ICT ,120525000,120525000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 21.16 . 5.2.2 ,Belanja Barang dan Jasa ,120525000,120525000,0,0,
1.01 . 1.01.01 . 21.16 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,120525000,120525000,0,0,
1.01 . 1.01.01 . 21.16 . 5.2.2.10.13 ,Belanja sewa peralatan dan perlengkapan kegiatan ,120525000,120525000,0,0,"Belanja Sewa Bandwidth
Belanja Sewa Bandwith12 Bln x 10.000.000,00 = 120.000.000,00
Hr Pejabat Pengadaan1 or x 300.000,00 = 300.000,00
HR Pejabat Penerima Hasil Pekerjaan1 bjj x 225.000,00 = 225.000,00"
1.01 . 1.01.01 . 21.19 ,Operasional Dewan Pendidikan ,116695000,116695000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 21.19 . 5.2.1 ,Belanja Pegawai ,7550000,7550000,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.1.01 ,Honorarium PNS ,3750000,3750000,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3750000,3750000,0,0,"Hr Panitia SosialisasiTPK Tim Penyusun Profil  Dewan Sekolah1 bjj x 2.000.000,00 = 2.000.000,00
TPK Panitia Workshop DP1 bjj x 1.750.000,00 = 1.750.000,00"
1.01 . 1.01.01 . 21.19 . 5.2.1.03 ,Uang Lembur ,3800000,3800000,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.1.03.01 ,Uang Lembur PNS ,3800000,3800000,0,0,"Uang lembur1 ls x 3.800.000,00 = 3.800.000,00"
1.01 . 1.01.01 . 21.19 . 5.2.2 ,Belanja Barang dan Jasa ,109145000,109145000,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4377500,4377500,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4377500,4377500,0,0,"Belanja ATK
ATK Dewan Pendidikan1 ls x 4.377.500,00 = 4.377.500,00"
1.01 . 1.01.01 . 21.19 . 5.2.2.03 ,Belanja Jasa Kantor ,10800000,10800000,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.2.03.12 ,Belanja Transportasi dan Akomodasi ,10800000,10800000,0,0,"Transport rapat Dewan Pendidikan
Transport Rapat360 or x 30.000,00 = 10.800.000,00"
1.01 . 1.01.01 . 21.19 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,10625000,10625000,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.2.06.01 ,Belanja Cetak ,8125000,8125000,0,0,"Cetak buku
Cetak buku profil Dewan Sekolah650 eks x 12.500,00 = 8.125.000,00"
1.01 . 1.01.01 . 21.19 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,2500000,2500000,0,0,"Foto copy20,000 lbr x 125,00 = 2.500.000,00"
1.01 . 1.01.01 . 21.19 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,15000000,15000000,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.2.07.05 ,Belanja Sewa Kamar Hotel/Penginapan ,15000000,15000000,0,0,"sewa penginapan
sewa kamar/penginapan50 km x 300.000,00 = 15.000.000,00"
1.01 . 1.01.01 . 21.19 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,4500000,4500000,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,4500000,4500000,0,0,"sewa mobilitas darat
sewa kendaraan3 hr x 1.500.000,00 = 4.500.000,00"
1.01 . 1.01.01 . 21.19 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,18767500,18767500,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,6300000,6300000,0,0,"Makan minum rapat
MMR Dewan Pendidikan360 or x 17.500,00 = 6.300.000,00"
1.01 . 1.01.01 . 21.19 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,12467500,12467500,0,0,"Makan minum pelaksanaan kegiatan
Makan minum sosialisasi250 or x 17.500,00 = 4.375.000,00
minum snak sosialisasi579 or x 7.500,00 = 4.342.500,00
Makan minum study komparasi DP150 or x 25.000,00 = 3.750.000,00"
1.01 . 1.01.01 . 21.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,45075000,45075000,0,0,
1.01 . 1.01.01 . 21.19 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,45075000,45075000,0,0,"Perjalanan dinas Study komparasi DPGolongan IV33 op x 645.000,00 = 21.285.000,00
Golongan III39 op x 570.000,00 = 22.230.000,00
Golongan II3 op x 520.000,00 = 1.560.000,00"
1.01 . 1.01.01 . 21.25 ,Achivement Motivation Training (AMT) untuk mencapai prestasi dalam Ujian Nasional,649887500,197000000,-452887500,-69.69,"Sumber Dana : 
Lokasi Kegiatan : Bantul"
1.01 . 1.01.01 . 21.25 . 5.2.1 ,Belanja Pegawai ,375000,1250000,875000,233.33,
1.01 . 1.01.01 . 21.25 . 5.2.1.01 ,Honorarium PNS ,375000,1250000,875000,233.33,
1.01 . 1.01.01 . 21.25 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,375000,1250000,875000,233.33,"HR PPK1 org/bjj x 1.250.000,00 = 1.250.000,00"
1.01 . 1.01.01 . 21.25 . 5.2.2 ,Belanja Barang dan Jasa ,649512500,195750000,-453762500,-69.86,
1.01 . 1.01.01 . 21.25 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1687500,7687500,6000000,355.56,
1.01 . 1.01.01 . 21.25 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1687500,7687500,6000000,355.56,"Belanja ATK1 ls x 1.687.500,00 = 1.687.500,00ATK Peserta400 keg x 15.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 21.25 . 5.2.2.03 ,Belanja Jasa Kantor ,0,200000,200000,0,
1.01 . 1.01.01 . 21.25 . 5.2.2.03.13 ,Belanja Dokumentasi ,0,200000,200000,0,"Belanja Dokumentasi1 keg x 200.000,00 = 200.000,00"
1.01 . 1.01.01 . 21.25 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,0,1500000,1500000,0,
1.01 . 1.01.01 . 21.25 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,0,1500000,1500000,0,"Belanja Penggandaan Materi/Fotocopy12,000 lbr x 125,00 = 1.500.000,00"
1.01 . 1.01.01 . 21.25 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,0,10237500,10237500,0,
1.01 . 1.01.01 . 21.25 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,0,612500,612500,0,"Belanja Makan dan Minum Rapat35 org x 17.500,00 = 612.500,00"
1.01 . 1.01.01 . 21.25 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,0,9625000,9625000,0,"Belanja Makan dan Minum Kegiatan
Belanja MMK utk Peserta, Pendamping, Pembimbing550 org x 17.500,00 = 9.625.000,00"
1.01 . 1.01.01 . 21.25 . 5.2.2.21 ,Belanja Jasa Konsultansi ,647825000,118625000,-529200000,-81.69,
1.01 . 1.01.01 . 21.25 . 5.2.2.21.07 ,Belanja Jasa Konsultasi Psikologi ,647825000,118625000,-529200000,-81.69,"Belanja Konsultansi Psikologi
Jasa konsultansi Pembacaan Fingger Prin400 siswa x 280.000,00 = 112.000.000,00
Hr Tim Pengadaan Konsultan1 bjj x 2.875.000,00 = 2.875.000,00
Hr Tim Teknis1 bjj x 2.000.000,00 = 2.000.000,00
Hr Tim Penerima1 bjj x 1.750.000,00 = 1.750.000,00"
1.01 . 1.01.01 . 21.25 . 5.2.2.30 ,Belanja Operasional Pendidikan ,0,35500000,35500000,0,
1.01 . 1.01.01 . 21.25 . 5.2.2.30.04 ,Belanja Operasional Pendidikan SMP ,0,35500000,35500000,0,"Belanja Operasional Pendidikan untuk test psikologi
Belanja Operasional Aplikasi Tes Psikologi1 keg x 35.500.000,00 = 35.500.000,00"
1.01 . 1.01.01 . 21.25 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,0,22000000,22000000,0,
1.01 . 1.01.01 . 21.25 . 5.2.2.34.10 ,Honorarium Penyelenggaraan Kegiatan ,0,22000000,22000000,0,"Honorarium Penyelenggaraan Kegiatan
Honor Pendamping Kegiatan1 org/bjj x 4.500.000,00 = 4.500.000,00
Honor Pembimbing Khusus/Tenaga Ahli1 org/bjj x 6.500.000,00 = 6.500.000,00
Honor Penyusun Materi1 org/bjj x 5.000.000,00 = 5.000.000,00
Uang Harian Peserta Per Hari400 org x 15.000,00 = 6.000.000,00"
1.20 . 1.01.01 . 30 ,Program Pengelolaaan Barang Daerah ,15000000,278412500,263412500,1756.08,
1.20 . 1.01.01 . 30.09 ,Verifikasi dan Inventarisasi Barang Milik Daerah ,0,265537500,265537500,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul"
1.20 . 1.01.01 . 30.09 . 5.2.1 ,Belanja Pegawai ,0,117775000,117775000,0,
1.20 . 1.01.01 . 30.09 . 5.2.1.01 ,Honorarium PNS ,0,61600000,61600000,0,
1.20 . 1.01.01 . 30.09 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,0,61600000,61600000,0,"Honor Panitia Pelaksana Kegiatan1 bjj x 6.720.000,00 = 6.720.000,00
Honor Penyedia Data686 or x 0,00 = 0,00
Honor Penyedia Data686 or x 80.000,00 = 54.880.000,00"
1.20 . 1.01.01 . 30.09 . 5.2.1.03 ,Uang Lembur ,0,56175000,56175000,0,
1.20 . 1.01.01 . 30.09 . 5.2.1.03.01 ,Uang Lembur PNS ,0,56175000,56175000,0,"Uang Lembur Gol IV & III3,745 ol x 15.000,00 = 56.175.000,00"
1.20 . 1.01.01 . 30.09 . 5.2.2 ,Belanja Barang dan Jasa ,0,134262500,134262500,0,
