Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 49 . 12 , Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Pertokoan/Koperasi/Pasar ,116965000," Dana Alokasi Khusus (D A K)
Rehabilitasi Depo PemasaranRehabilitasi depo pemasaran hasil perikanan1 paket x 110.000.000,00 = 110.000.000,00
Jasa konsultanKonsultan Perencana1 o/p x 3.000.000,00 = 3.000.000,00
Konsultan Pengawas1 o/p x 2.000.000,00 = 2.000.000,00
Honor PPKPPK6 o/p x 90.000,00 = 540.000,00
Honor Panitia Pengadaan BarangPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim Pengawas LapanganKetua1 o/p x 225.000,00 = 225.000,00
Sekretaris1 o/p x 200.000,00 = 200.000,00
Anggota1 o/p x 175.000,00 = 175.000,00
Honor Tim Penerima/Pemeriksa Pekerjaan KonstruksiKetua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 49 . 13 , Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Untuk Pos Jaga ,204270000," Dana Alokasi Khusus (D A K)
Pembangunan pondok jaga kawasan konservasi1 paket x 192.500.000,00 = 192.500.000,00
Jasa konsultanKonsultan perencana1 o/p x 5.000.000,00 = 5.000.000,00
Konsultan pengawas1 o/p x 3.500.000,00 = 3.500.000,00
Honor PPKPPK8 ob x 90.000,00 = 720.000,00
Honor Pejabat PengadaanPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim Supervisi Perencanaan (Rehab Depo, Pos Jaga, Hatchery)
Sekretaris1 o/p x 375.000,00 = 375.000,00
Anggota1 o/p x 350.000,00 = 350.000,00
Ketua1 o/p x 400.000,00 = 400.000,00
Honor Tim Pengawas Lapangan
Sekretaris1 o/p x 200.000,00 = 200.000,00
Anggota1 o/p x 175.000,00 = 175.000,00
Ketua1 o/p x 225.000,00 = 225.000,00
Honor Panitia Penerima/Pemeriksa
Ketua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 49 . 18 , Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Kandang Hewan/Ternak ,232195000," Dana Alokasi Khusus (D A K)
1. Rehabilitasi Hatchery BBI GesikanRehabilitasi Hatchery BBI Gesikan1 paket x 45.360.000,00 = 45.360.000,00
Honor PPKPPK6 ob x 90.000,00 = 540.000,00
Honor pejabat pengadaanPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim Pengawas LapanganSekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00
Ketua1 o/p x 200.000,00 = 200.000,00
Honor Tim Penerima/Pemeriksa Pekerjaan
Sekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00Ketua1 o/p x 200.000,00 = 200.000,00
2. Pembangunan Hatchery BBI KrapyakPembangunan Hatchery BBI Krapyak1 paket x 172.800.000,00 = 172.800.000,00
Jasa konsultanKonsultan perencana1 o/p x 6.000.000,00 = 6.000.000,00
Konsultan pengawas1 o/p x 4.000.000,00 = 4.000.000,00
Honor PPKPPK8 ob x 90.000,00 = 720.000,00
Honor Pejabat PengadaanPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim Pengawas Lapangan
Anggota1 o/p x 175.000,00 = 175.000,00
Ketua1 o/p x 225.000,00 = 225.000,00
Sekretaris1 o/p x 200.000,00 = 200.000,00
Honor Tim Penerima/Pemeriksa Pekerjaan
Anggota1 o/p x 150.000,00 = 150.000,00
Ketua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 56 , Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Tugu Titik Kontrol/Pasti ,53890000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 56 . 01 , Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Tugu/Tanda Batas ,53890000," Dana Alokasi Khusus (D A K)
Pembangunan gapuro BBI Sanden dan pendukungnya
Pembangunan gapuro dan pendukungnya (BBI Sanden)1 o/p x 50.000.000,00 = 50.000.000,00
Jasa konsultanKonsultan Perencana1 o/p x 2.000.000,00 = 2.000.000,0
Honor PPKPPK6 ob x 90.000,00 = 540.000,00
Honor Pejabat PengadaanPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim Pengawas Lapangan
Sekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00
Ketua1 o/p x 200.000,00 = 200.000,00
Honor Panitia Penerima/Pemeriksa
Sekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00
Ketua1 o/p x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 61 ," Belanja Modal Jalan, Irigasi dan Jaringan - Pengadaan Bangunan Air Irigasi ",375966000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 61 . 04 ," Belanja Modal Jalan, Irigasi dan Jaringan - Pengadaan Bangunan Pembuang Irigasi ",375966000," Dana Alokasi Khusus (D A K)
1. Renovasi Saluran Pembuangan BBI BaronganRenovasi Saluran Pembuangan BBI Barongan1 paket x 152.694.000,00 = 152.694.000,00
Honor PPKPPK8 ob x 90.000,00 = 720.000,00
Honor Pejabat PengadaanPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim Pengawas LapanganSekretaris1 o/p x 200.000,00 = 200.000,00
Anggota1 o/p x 175.000,00 = 175.000,00Ketua1 o/p x 225.000,00 = 225.000,00
Honor Panitia Penerima/PemeriksaSekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00Ketua1 o/p x 200.000,00 = 200.000,00
2. Pembangunan Saluran Pembuangan BBI KrapyakPembangunan Saluran Pembuangan BBI Krapyak1 paket x 199.507.000,00 = 199.507.000,00
Jasa Konsultan Pengadaan Bangunan Pembuang IrigasiKonsultan perencana1 o/p x 11.000.000,00 = 11.000.000,00
Konsultan pengawas1 o/p x 7.500.000,00 = 7.500.000,00
Honor PPKPPK8 ob x 90.000,00 = 720.000,00
Honor Pejabat PengadaanPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim Supervisi Perencanaan (Pembangunan dan Renovasi Saluran Pembuangan)
Anggota1 o/p x 300.000,00 = 300.000,00
Ketua1 o/p x 350.000,00 = 350.000,00
Sekretaris1 o/p x 325.000,00 = 325.000,00
Honor Tim Pengawas Lapangan
Anggota1 o/p x 175.000,00 = 175.000,00
Ketua1 o/p x 225.000,00 = 225.000,00
Sekretaris1 o/p x 200.000,00 = 200.000,00
Honor Panitia Penerima/Pemeriksa
Anggota1 o/p x 150.000,00 = 150.000,00
Ketua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 68 ," Belanja Modal Jalan, Irigasi dan Jaringan - Pengadaan Bangunan Air ",1231438000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 68 . 02 ," Belanja Modal Jalan, Irigasi dan Jaringan - Pengadaan Bangunan Air Tawar ",1231438000," Dana Alokasi Khusus (D A K)
1. Pembangunan kolam BBI GesikanPembangunan kolam BBI Gesikan1 paket x 380.850.000,00 = 380.850.000,00
Honor PPKPPK8 o/b x 120.000,00 = 960.000,00
Honor panitia pengadaanKetua1 o/p x 450.000,00 = 450.000,00
Sekretaris1 o/p x 425.000,00 = 425.000,00
Anggota1 o/p x 400.000,00 = 400.000,00
Honor Tim Supervisi Perencanaan
Ketua1 o/p x 375.000,00 = 375.000,00
Sekretaris1 o/p x 350.000,00 = 350.000,00
Anggota1 o/p x 325.000,00 = 325.000,00
Honor Tim pengawas lapanganKetua1 o/p x 400.000,00 = 400.000,00
Sekretaris1 o/p x 375.000,00 = 375.000,00
Anggota1 o/p x 350.000,00 = 350.000,00
Honor panitia penerima/pemeriksaKetua1 o/p x 250.000,00 = 250.000,00
Sekretaris1 o/p x 225.000,00 = 225.000,00
Anggota1 o/p x 200.000,00 = 200.000,00
2. Pembangunan talud kolam BBI KrapyakPembangunan talud kolam BBI Krapyak1 paket x 527.548.000,00 = 527.548.000,00
Jasa konsultanKonsultan pengawas pekerjaan pengadaan bangunan air tawar1 o/p x 18.800.000,00 = 18.800.000,00
Honor PPKPPK8 ob x 140.000,00 = 1.120.000,00
Honor panitia pengadaanKetua1 o/p x 550.000,00 = 550.000,00
Sekretaris1 o/p x 525.000,00 = 525.000,00
Anggota1 o/p x 500.000,00 = 500.000,00
Honor Tim Supervisi PerencanaanKetua1 o/p x 450.000,00 = 450.000,00
Sekretaris1 o/p x 425.000,00 = 425.000,00
Anggota1 o/p x 400.000,00 = 400.000,00
Honor Tim pengawas lapangan
Ketua1 o/p x 450.000,00 = 450.000,00
Sekretaris1 o/p x 425.000,00 = 425.000,00
Anggota1 o/p x 400.000,00 = 400.000,00
Honor panitia penerima/pemeriksa
Ketua1 o/p x 300.000,00 = 300.000,00
Sekretaris1 o/p x 275.000,00 = 275.000,00
Anggota1 o/p x 250.000,00 = 250.000,00
3. Pembangunan sumur dalam dan kelengkapannyaPembangunan sumur dalam dan kelengkapannya di BBIKrapyak1 paket x 195.000.000,00 = 195.000.000,00
Honor PPKPPK8 ob x 90.000,00 = 720.000,00
Honor Pejabat pengadaanPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim Supervisi PerencanaanKetua1 o/p x 275.000,00 = 275.000,00
Sekretaris1 o/p x 250.000,00 = 250.000,00
Anggota1 o/p x 225.000,00 = 225.000,00
Honor tim pengawas lapanganKetua1 o/p x 275.000,00 = 275.000,00
Sekretaris1 o/p x 250.000,00 = 250.000,00
Anggota1 o/p x 225.000,00 = 225.000,00
Honor panitia penerima/pemeriksaKetua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00
4. Pembangunan kolam pengolahan limbahPembangunan kolam pengolahan limbah BBI Barongan1 paket x 37.800.000,00 = 37.800.000,00
Pembangunan kolam pengolahan limbah BBI Sanden1 paket x 37.800.000,00 = 37.800.000,00
Honor PPKPPK8 ob x 90.000,00 = 720.000,00H
onor pejabat pengadaanPejabat pengadaan2 o/p x 300.000,00 = 600.000,00
Honor tim pengawas lapanganAnggota2 o/p x 150.000,00 = 300.000,00
Ketua2 o/p x 200.000,00 = 400.000,00
Sekretaris2 o/p x 175.000,00 = 350.000,00
Honor panitia penerima/pemeriksaAnggota2 o/p x 150.000,00 = 300.000,00
Ketua2 o/p x 200.000,00 = 400.000,00
Sekretaris2 o/p x 175.000,00 = 350.000,00
5. Pembuatan bak sterilisasi rodaPembuatan bak sterilisasi roda BBI Barongan1 paket x 7.560.000,00 = 7.560.000,00
Pembuatan bak sterilisasi roda BBI Sanden1 paket x 7.560.000,00 = 7.560.000,00
Honor pejabat pengadaanPejabat pengadaan2 o/p x 300.000,00 = 600.000,00
Honor pejabat penerima/pemeriksaPejabat penerima/pemeriksa2 o/p x 150.000,00 = 300.000,00",
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 87 , Belanja Modal Aset Tetap Lainnya - Pengadaan Hewan ,18450000,,
2.05 . 2.05.01 . 25 . 01 . 5 . 2 . 3 . 87 . 04 , Belanja Modal Aset Tetap Lainnya - Pengadaan Binatang Ikan ,18450000," Dana Alokasi Khusus (D A K)
Pengadaan calon induk/induk ikan dan pendukungnya1 paket x 17.600.000,00 = 17.600.000,00
Honor Tim PerencanaKetua1 o/p x 150.000,00 = 150.000,00
Sekretaris1 o/p x 125.000,00 = 125.000,00
Anggota1 o/p x 125.000,00 = 125.000,00
Honor Pejabat Pengadaan BarangPejabat pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Panitia Penerima/PemeriksaPejabat penerima/pemeriksa1 o/p x 150.000,00 = 150.000,00",
2.05 . 2.05.01 . 26 , Program Pengembangan Sarana Prasarana dan Kelembagaan Kelautan Perikanan ,272305000,,
2.05 . 2.05.01 . 26 . 01 , Peningkatan Kapasitas Perencanaan Program/Kegiatan ,116000000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terbitnya dokumen perencanaan prog/keg (KUA-PPAS, RKA, DPA, RPAP,DPAP)
Target: 5 dokumen",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 1 , Belanja Pegawai ,11500000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 1 . 01 , Honorarium PNS ,10750000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,10750000," APBD
Honor Tim Penyusun Perencanaan dan Program /Kegiatan
Ketua12 ob x 160.000,00 = 1.920.000,00
Sekretaris12 ob x 150.000,00 = 1.800.000,00
anggota48 ob x 140.000,00 = 6.720.000,00
Honor panitia penyelenggara workshop
ketua1 ok x 90.000,00 = 90.000,00
sekretaris1 ok x 80.000,00 = 80.000,00
anggota2 ok x 70.000,00 = 140.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 1 . 03 , Uang Lembur ,750000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 1 . 03 . 01 , Uang Lembur PNS ,750000," APBD
Uang lembur PNS
uang lembur50 ol x 15.000,00 = 750.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 , Belanja Barang dan Jasa ,104500000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,8240000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,7700000," APBD
Belanja alat tulis kantor
ATK kegiatan (kertas, pulpen, dll) dan bahan sarana komputer (computer supply)1 ls x 5.000.000,00 = 5.000.000,00
ATK peserta dan panitia workshop54 paket x 50.000,00 = 2.700.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 01 . 04 ," Belanja Perangko, Materai Dan Benda Pos ",540000," APBD
materai1 ls x 540.000,00 = 540.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,5400000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,5400000," APBD
Belanja atributatribur panitia dan peserta workshop54 paket x 100.000,00 = 5.400.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,3585000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,3585000," APBD
PenggandaanPenggandaan usulan, RKA, DPA, DPPA dll20,900 lbr x 150,00 = 3.135.000,00
Penggandaan materi workshop3,000 lbr x 150,00 = 450.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,9175000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,4275000," APBD
Belanja makanan dan minuman rapatkonsumsi rapat150 om x 28.500,00 = 4.275.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 11 . 04 , Belanja makanan dan minuman Lembur ,1000000," APBD
konsumsi lembur50 ol x 20.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,3900000," APBD
konsumsi Workshop60 om x 65.000,00 = 3.900.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,40000000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,40000000," APBD
Belanja perjalanan dinas luar daerah
Golongan IV/III/II1 ls x 40.000.000,00 = 40.000.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 21 , Belanja Jasa Konsultansi ,31400000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 21 . 02 , Belanja Jasa Konsultansi Perencanaan ,31400000," APBD
Jasa Konsultansi DED Perencanaan Pekerjaan konstruksi
Jasa Konsultansi DED Perencanaan Pekerjaan konstruksi Bangunan Air Tawar1 paket x 30.000.000,00 = 30.000.000,00
honor PPK1 o/p x 300.000,00 = 300.000,00
Honor pejabat pengadaan1 o/p x 275.000,00 = 275.000,00
Panitia Penerima/Pemeriksa Hasil Pekerjaan
sekretaris1 o/p x 175.000,00 = 175.000,00
anggota3 o/p x 150.000,00 = 450.000,00
ketua1 o/p x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",6700000,,
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,5200000," APBD
Workshop Perencanaan Pembangunan KP
Nara sumber workshop tingkat lokal4 jpl x 750.000,00 = 3.000.000,00
Narasumber workshop4 jpl x 250.000,00 = 1.000.000,00
Moderator8 jpl x 150.000,00 = 1.200.000,00",
2.05 . 2.05.01 . 26 . 01 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1500000," APBD
Honor peserta workshop50 oh x 30.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 26 . 02 , Peningkatan Pendataan dan Statistik ,114305000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terlaksananya pendataan statistik KP
Target: 12 bulan",
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 1 , Belanja Pegawai ,65100000,,
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 1 . 01 , Honorarium PNS ,44100000,,
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,44100000," APBD
Honor Pengolah Data Statistik Kabupaten
Ketua12 ob x 160.000,00 = 1.920.000,00
Sekretaris12 ob x 150.000,00 = 1.800.000,00
Anggota48 ob x 140.000,00 = 6.720.000,00
Honor Penanggungjawab hasil verifikasi Data Profil KPCamat ( 17 kec, 2 ob)34 ob x 150.000,00 = 5.100.000,00
Honor pencacah data statistik KP dan entri data profil KPpencacah (17 orang x 12 bulan)204 ob x 140.000,00 = 28.560.000,00",
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 1 . 02 , Honorarium Non PNS ,21000000,,
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 1 . 02 . 02 , Honorarium Pegawai Honorer/Tidak Tetap ,21000000," APBD
Honorarium petugas verifikasi data profil KP (Non PNS)Lurah Desa ( 75 desa, 2 ob)150 ob x 140.000,00 = 21.000.000,00",
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 , Belanja Barang dan Jasa ,49205000,,
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,847500,,
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,847500," APBD
Belanja alat tulis kantor
ATK kegiatan kertas, flashdisk, pulpen, dll) dan bahan sarana komputer1 ls x 847.500,00 = 847.500,00",
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,8840000,,
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,7550000," APBD
Belanja CetakCetak Laporan Data Statistik1 paket x 1.900.000,00 = 1.900.000,00
cetak buku saku profil KP1 paket x 5.650.000,00 = 5.650.000,00",
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,1290000," APBD
penggandaan8,600 lbr x 150,00 = 1.290.000,00",
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,11542500,,
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,7980000," APBD
makan minum rapat koordinasi profil KP280 om x 28.500,00 = 7.980.000,00",
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,3562500," APBD
Belanja makan dan minuman pelaksanaan kegiatanKonsumsi validasi data statistik KP125 om x 28.500,00 = 3.562.500,00",
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,17975000,,
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,17975000," APBD
 dalam rangka validasi data statistik tingkat nasional / koordinasi/ konsultasi 
Golongan IV/ III/ II1 ls x 17.975.000,00 = 17.975.000,00",
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 40 , Belanja Jasa Upgrade ,10000000,,
2.05 . 2.05.01 . 26 . 02 . 5 . 2 . 2 . 40 . 01 , Belanja Jasa Upgrade Software ,10000000," APBD
Rekonfigurasi fitur aplikasi Profil KP1 paket x 10.000.000,00 = 10.000.000,00",
2.05 . 2.05.01 . 26 . 05 , Peningkatan Kapasitas Pengendalian Program/Kegiatan ,42000000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terlaksananya pengendalian dan monev program/keg DKP
Target: 12 bulan",
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 1 , Belanja Pegawai ,14900000,,
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 1 . 01 , Honorarium PNS ,14900000,,
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,14900000," APBD
Honor Tim pengendalian Program /Kegiatan
Ketua12 ob x 160.000,00 = 1.920.000,00
Sekretaris12 ob x 150.000,00 = 1.800.000,00
anggota48 ob x 140.000,00 = 6.720.000,00
Honor Tim Penyusun Laporan Hasil Program/Kegiatan Bidang
Ketua1 ok x 160.000,00 = 160.000,00
sekretaris1 ok x 150.000,00 = 150.000,00
anggota3 ok x 140.000,00 = 420.000,00
Honor Tim SPIPKetua2 ok x 160.000,00 = 320.000,00
sekretaris2 ok x 150.000,00 = 300.000,00
anggota20 ok x 140.000,00 = 2.800.000,00
Honor panitia penyelenggara workshop monev prog/keg KP
ketua1 ok x 90.000,00 = 90.000,00
sekretaris1 ok x 80.000,00 = 80.000,00
anggota2 ok x 70.000,00 = 140.000,00",
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 , Belanja Barang dan Jasa ,27100000,,
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,3205000,,
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,3205000," APBD
Belanja alat tulis kantor
ATK kegiatan (kertas, pulpen, dll) dan bahan sarana komputer (computer supply)1 ls x 505.000,00 = 505.000,00
ATK panitia dan peserta workshop monev KP54 paket x 50.000,00 = 2.700.000,00",
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,5400000,,
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,5400000," APBD
Belanja atributatribut panitia dan peserta workshop monev54 paket x 100.000,00 = 5.400.000,00",
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,4545000,,
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,3000000," APBD
belanja cetak
Cetak laporan tahunan, LAKIP, SPIP, dll1 ls x 3.000.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,1545000," APBD
PenggandaanPenggandaan kegiatan pengendalian prog/keg10,300 lbr x 150,00 = 1.545.000,00",
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,9250000,,
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,2850000," Konsumsi rapat100 om x 28.500,00 = 2.850.000,00",
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,6400000," APBD
Belanja makan dan minum pelaksanaan kegiatankonsumsi kegiatan Paparan monev program/kegiatan Tahun 201560 om x 65.000,00 = 3.900.000,00
Konsumsi kunjungan lapangan100 om x 25.000,00 = 2.500.000,00",
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",4700000,,
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,3200000," APBD
Honor Narasumber dan moderator
Honor Narasumber Paparan monev program/kegiatan Tahun 20158 jpl x 250.000,00 = 2.000.000,00
Moderator Paparan monev program/kegiatan Tahun 20158 jpl x 150.000,00 = 1.200.000,00",
2.05 . 2.05.01 . 26 . 05 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1500000," APBD
Honor peserta
Honor harian peserta paparan monev prog/keg KP TA 201450 oh x 30.000,00 = 1.500.000,00",
1.20 . 2.05.01 . 28 , Program Peningkatan Kapasitas Kinerja Aparatur Pemerintahan ,10000000,,
1.20 . 2.05.01 . 28 . 01 , Penyusunan indeks kepuasan masyarakat ,5000000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terbitnya laporan IKM
Target: 2 laporan",
1.20 . 2.05.01 . 28 . 01 . 5 . 2 . 1 , Belanja Pegawai ,1180000,,
1.20 . 2.05.01 . 28 . 01 . 5 . 2 . 1 . 01 , Honorarium PNS ,1180000,,
1.20 . 2.05.01 . 28 . 01 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,1180000," APBD
Honor Tim Analisis dan Penyusunan Laporan IKM
ketua2 ok x 160.000,00 = 320.000,00
sekretaris2 ok x 150.000,00 = 300.000,00
anggota4 ok x 140.000,00 = 560.000,00",
1.20 . 2.05.01 . 28 . 01 . 5 . 2 . 2 , Belanja Barang dan Jasa ,3820000,,
1.20 . 2.05.01 . 28 . 01 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,795000,,
1.20 . 2.05.01 . 28 . 01 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,795000," APBD
penggandaan5,300 ls x 150,00 = 795.000,00",
1.20 . 2.05.01 . 28 . 01 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,1425000,,
